track_id,frame,x,y
0,0,46,335
0,1,46,335
0,2,47,336
0,3,47,336
0,4,48,336
0,5,48,337
0,6,49,337
0,7,49,337
0,8,50,337
0,9,50,338
0,10,51,338
0,11,51,338
0,12,52,338
0,13,52,338
0,14,53,338
0,15,53,339
0,16,54,339
0,17,54,339
0,18,55,339
0,19,55,339
0,20,56,339
0,21,56,339
0,22,57,338
0,23,57,338
0,24,58,338
0,25,58,338
0,26,59,338
0,27,59,338
0,28,60,338
0,29,60,337
0,30,61,337
0,31,61,337
0,32,62,337
0,33,62,336
0,34,63,336
0,35,63,337
0,36,44,353
0,37,44,353
0,38,45,353
0,39,45,353
0,40,45,353
0,41,46,354
0,42,46,354
0,43,46,354
0,44,47,354
0,45,47,354
0,46,47,354
0,47,48,354
0,48,48,354
0,49,48,354
0,50,49,354
0,51,49,354
0,52,50,354
0,53,50,354
0,54,50,354
0,55,51,354
0,56,51,354
0,57,51,354
0,58,52,353
0,59,52,353
0,60,52,353
0,61,53,353
0,62,53,353
0,63,53,352
0,64,54,352
0,65,54,352
0,66,55,352
0,67,55,351
0,68,55,351
0,69,56,350
0,70,56,350
0,71,56,350
0,72,57,349
0,73,57,349
0,74,57,348
0,75,58,348
0,76,58,347
0,77,59,347
0,78,59,346
0,79,59,346
0,80,60,345
0,81,60,345
0,82,60,344
0,83,61,344
0,84,61,343
0,85,61,343
0,86,62,342
0,87,62,341
0,88,62,341
0,89,63,340
0,90,63,340
0,91,64,339
0,92,64,338
0,93,64,338
0,94,65,337
0,95,65,337
0,96,65,336
0,97,66,335
0,98,66,335
0,99,66,334
0,100,67,334
0,101,67,333
0,102,67,333
0,103,68,332
0,104,68,331
0,105,69,331
0,106,69,330
0,107,69,330
0,108,70,329
0,109,70,329
0,110,70,328
0,111,71,328
0,112,71,328
1,0,30,281
1,1,30,281
1,2,30,282
1,3,30,282
1,4,30,283
1,5,31,283
1,6,31,284
1,7,32,284
1,8,32,284
1,9,32,285
1,10,33,285
1,11,33,286
1,12,33,286
1,13,34,287
1,14,34,287
1,15,35,288
1,16,35,288
1,17,35,288
1,18,36,289
1,19,36,289
1,20,37,289
1,21,37,290
1,22,37,290
1,23,38,290
1,24,38,290
1,25,38,291
1,26,39,291
1,27,39,291
1,28,40,291
1,29,40,291
1,30,40,292
1,31,41,292
1,32,41,292
1,33,41,292
1,34,42,292
1,35,42,292
1,36,43,292
1,37,43,292
1,38,43,292
1,39,44,292
1,40,44,292
1,41,45,292
1,42,45,292
1,43,45,292
1,44,46,292
1,45,46,292
1,46,46,292
1,47,47,292
1,48,47,292
1,49,48,292
1,50,48,292
1,51,48,292
1,52,49,292
1,53,49,292
1,54,50,292
1,55,50,292
1,56,50,292
1,57,51,292
1,58,51,292
1,59,51,292
1,60,52,292
1,61,52,292
1,62,53,292
1,63,53,292
1,64,53,292
1,65,54,292
1,66,54,292
1,67,54,292
1,68,55,292
1,69,55,292
1,70,56,292
1,71,56,292
1,72,56,292
1,73,57,292
1,74,57,292
1,75,58,293
1,76,58,293
1,77,58,293
1,78,59,293
1,79,59,293
1,80,59,293
1,81,60,293
1,82,60,293
1,83,61,293
1,84,61,293
1,85,61,293
1,86,62,293
1,87,62,293
1,88,62,293
1,89,63,292
1,90,63,292
1,91,64,292
1,92,64,292
1,93,64,292
1,94,65,292
1,95,65,292
1,96,66,292
1,97,66,291
1,98,66,291
1,99,67,291
1,100,67,291
1,101,67,290
1,102,68,290
1,103,68,290
1,104,69,289
1,105,69,289
1,106,69,289
1,107,70,288
1,108,70,288
1,109,71,288
1,110,71,287
1,111,71,287
1,112,72,286
1,113,72,286
1,114,72,285
1,115,73,285
1,116,73,284
1,117,74,284
1,118,74,284
1,119,74,283
1,120,75,283
1,121,75,282
1,122,75,282
1,123,76,281
1,124,76,281
1,125,77,280
1,126,77,280
1,127,77,279
1,128,78,279
1,129,78,278
1,130,79,278
1,131,79,277
1,132,79,277
1,133,80,277
1,134,80,276
1,135,80,276
1,136,81,275
1,137,81,275
1,138,82,275
1,139,82,274
1,140,82,274
1,141,83,274
1,142,83,273
1,143,83,273
1,144,84,273
1,145,84,273
1,146,85,273
1,147,85,272
1,148,85,272
1,149,86,272
1,150,86,272
1,151,87,272
1,152,87,272
1,153,87,272
1,154,88,271
1,155,88,271
1,156,88,271
1,157,89,271
1,158,89,271
1,159,90,271
1,160,90,271
1,161,90,271
1,162,91,271
1,163,91,271
1,164,92,271
1,165,92,271
1,166,92,271
1,167,93,271
1,168,93,271
1,169,93,271
1,170,94,271
1,171,94,271
1,172,95,271
1,173,95,271
1,174,95,271
1,175,96,271
1,176,96,271
1,177,96,271
1,178,97,271
1,179,97,271
1,180,98,271
1,181,98,271
1,182,98,271
1,183,99,271
1,184,99,271
1,185,100,271
1,186,100,271
1,187,100,271
1,188,101,271
1,189,101,270
1,190,101,270
1,191,102,270
1,192,102,270
1,193,103,270
1,194,103,270
1,195,103,270
1,196,104,270
1,197,104,270
1,198,105,270
1,199,105,270
1,200,105,270
1,201,106,270
1,202,106,270
1,203,106,270
1,204,107,270
1,205,107,270
1,206,108,270
1,207,108,270
1,208,108,270
1,209,109,270
1,210,109,270
1,211,109,270
1,212,110,270
1,213,110,270
1,214,111,271
1,215,111,271
1,216,111,271
1,217,112,271
1,218,112,271
1,219,113,272
1,220,113,272
1,221,113,272
1,222,114,273
1,223,114,273
1,224,114,273
1,225,115,274
1,226,115,274
1,227,116,274
1,228,116,275
1,229,116,275
1,230,117,276
1,231,117,276
1,232,117,277
1,233,118,277
1,234,118,277
1,235,119,278
1,236,119,278
1,237,119,279
1,238,120,279
2,0,22,386
2,1,22,386
2,2,23,387
2,3,23,387
2,4,23,388
2,5,23,388
2,6,24,389
2,7,24,389
2,8,25,390
2,9,25,390
2,10,26,391
2,11,26,391
2,12,26,392
2,13,26,392
2,14,26,392
2,15,27,393
2,16,27,393
2,17,28,395
2,18,28,395
2,19,29,396
2,20,29,396
2,21,30,397
2,22,30,397
2,23,31,398
2,24,31,398
2,25,32,399
2,26,32,399
2,27,33,400
2,28,33,400
2,29,34,401
2,30,34,401
2,31,34,402
2,32,34,402
2,33,34,403
2,34,35,403
2,35,35,404
2,36,36,404
2,37,36,405
2,38,37,405
2,39,37,406
2,40,38,406
2,41,38,407
2,42,39,407
2,43,39,407
2,44,40,408
2,45,40,408
2,46,41,409
2,47,41,409
2,48,42,410
2,49,42,410
2,50,42,410
2,51,43,411
2,52,43,411
2,53,44,412
2,54,44,412
2,55,45,412
2,56,45,413
2,57,46,413
2,58,46,414
2,59,47,414
2,60,47,414
2,61,48,415
2,62,48,415
2,63,49,415
2,64,49,416
2,65,50,416
2,66,50,416
2,67,50,417
2,68,51,417
2,69,51,417
2,70,52,418
2,71,52,418
2,72,53,418
2,73,53,418
2,74,54,419
2,75,54,419
2,76,55,419
2,77,55,419
2,78,56,420
2,79,56,420
2,80,57,420
2,81,57,420
2,82,58,420
2,83,58,420
2,84,59,420
2,85,59,420
2,86,59,420
2,87,60,421
2,88,60,421
2,89,61,421
2,90,61,421
2,91,62,421
2,92,62,421
2,93,63,422
2,94,63,422
2,95,64,422
2,96,64,422
2,97,65,422
2,98,65,422
2,99,66,422
2,100,66,422
2,101,67,422
2,102,67,422
2,103,67,422
2,104,68,422
2,105,68,422
2,106,70,422
2,107,70,422
2,108,70,423
2,109,70,423
2,110,71,423
2,111,71,423
2,112,72,423
2,113,72,423
2,114,73,423
2,115,73,423
2,116,74,423
2,117,74,423
2,118,75,423
2,119,75,423
2,120,75,423
2,121,76,423
2,122,76,423
2,123,77,423
2,124,77,423
2,125,78,423
2,126,78,422
2,127,79,422
2,128,79,422
2,129,80,422
2,130,80,422
2,131,81,422
2,132,81,422
2,133,82,422
2,134,82,422
2,135,83,421
2,136,83,421
2,137,84,421
2,138,84,421
2,139,84,421
2,140,85,421
2,141,85,421
2,142,86,421
2,143,86,421
2,144,87,420
2,145,87,420
2,146,88,420
2,147,88,420
2,148,89,420
2,149,89,420
2,150,90,419
2,151,90,419
2,152,91,419
2,153,91,419
2,154,92,418
2,155,92,418
2,156,92,418
2,157,93,418
2,158,93,417
2,159,94,417
2,160,94,417
2,161,95,416
2,162,95,416
2,163,96,416
2,164,96,416
2,165,97,415
2,166,97,415
2,167,98,415
2,168,98,414
2,169,99,414
2,170,99,414
2,171,100,413
2,172,100,413
2,173,101,412
2,174,101,412
2,175,101,412
2,176,102,411
2,177,102,411
2,178,103,411
2,179,103,410
2,180,104,410
2,181,104,409
2,182,105,409
2,183,105,409
2,184,106,408
2,185,106,408
2,186,107,407
2,187,107,407
2,188,108,407
2,189,108,406
2,190,109,406
2,191,109,405
2,192,109,405
2,193,110,404
2,194,110,404
2,195,111,404
2,196,111,403
2,197,112,403
2,198,112,402
2,199,113,402
2,200,113,401
2,201,114,401
2,202,114,400
2,203,115,400
2,204,115,399
2,205,116,399
2,206,116,399
2,207,117,398
2,208,117,398
2,209,117,397
2,210,118,397
2,211,118,396
2,212,119,396
2,213,119,395
2,214,120,395
2,215,120,394
3,0,32,50
3,1,32,50
3,2,33,51
3,3,33,51
3,4,34,51
3,5,34,52
3,6,34,52
3,7,35,53
3,8,35,54
3,9,36,55
3,10,36,55
3,11,37,55
3,12,37,55
3,13,37,55
3,14,38,57
3,15,38,57
3,16,38,58
3,17,38,58
3,18,39,58
3,19,39,59
3,20,39,58
3,21,40,59
3,22,40,59
3,23,41,60
3,24,41,60
3,25,42,60
3,26,42,61
3,27,42,61
3,28,43,62
3,29,43,62
3,30,44,63
3,31,44,63
3,32,44,63
3,33,45,64
3,34,45,64
3,35,46,65
3,36,46,65
3,37,47,66
3,38,47,66
3,39,47,67
3,40,48,67
3,41,48,67
3,42,49,68
3,43,49,68
3,44,50,69
3,45,50,69
3,46,50,70
3,47,51,70
3,48,51,70
3,49,52,71
3,50,52,71
3,51,53,72
3,52,53,72
3,53,53,73
3,54,54,73
3,55,54,73
3,56,55,74
3,57,55,74
3,58,56,75
3,59,56,75
3,60,56,76
3,61,57,76
3,62,57,76
3,63,58,77
3,64,58,77
3,65,58,77
3,66,59,77
3,67,59,78
3,68,60,79
3,69,60,79
3,70,61,78
3,71,61,80
3,72,61,80
3,73,62,80
3,74,62,80
3,75,63,80
3,76,63,81
3,77,64,82
3,78,64,81
3,79,64,81
3,80,65,82
3,81,65,83
3,82,66,82
3,83,66,82
3,84,67,83
3,85,67,84
3,86,68,83
3,87,69,84
3,88,69,84
3,89,69,84
3,90,69,84
3,91,71,83
3,92,71,84
3,93,71,85
3,94,72,85
3,95,73,85
3,96,73,85
3,97,73,85
3,98,74,85
3,99,74,85
3,100,75,85
3,101,75,85
3,102,76,85
3,103,76,85
3,104,76,85
3,105,76,85
3,106,76,85
3,107,78,85
3,108,77,84
3,109,79,84
3,110,78,84
3,111,78,84
3,112,79,84
3,113,79,84
3,114,81,83
3,115,80,83
3,116,81,83
3,117,81,83
3,118,81,82
3,119,82,82
3,120,82,82
3,121,83,81
3,122,83,81
3,123,84,81
3,124,84,80
3,125,84,80
3,126,85,80
3,127,85,79
3,128,86,79
3,129,86,78
3,130,86,79
3,131,87,79
3,132,87,77
3,133,88,77
3,134,88,76
3,135,89,76
3,136,89,75
3,137,89,75
3,138,90,74
3,139,90,74
3,140,91,73
3,141,91,73
3,142,92,72
3,143,92,72
3,144,92,72
3,145,93,70
3,146,93,70
3,147,94,70
3,148,94,70
3,149,95,68
3,150,95,68
3,151,95,68
3,152,96,67
3,153,96,67
3,154,97,66
3,155,97,66
3,156,98,65
3,157,98,65
3,158,98,64
3,159,99,63
3,160,99,63
3,161,100,61
3,162,100,61
3,163,100,61
3,164,101,60
3,165,101,60
3,166,102,59
3,167,102,59
3,168,103,58
3,169,103,58
3,170,103,57
3,171,104,57
3,172,104,56
3,173,105,55
3,174,105,55
3,175,106,53
3,176,106,53
3,177,106,52
3,178,107,52
3,179,107,51
3,180,108,51
3,181,108,50
3,182,109,51
3,183,109,49
3,184,109,49
3,185,110,49
3,186,110,49
3,187,111,47
3,188,111,47
3,189,111,46
3,190,112,46
3,191,112,46
3,192,113,45
3,193,113,45
3,194,114,44
3,195,114,44
3,196,114,44
3,197,115,44
3,198,115,44
4,0,16,321
4,1,15,322
4,2,15,322
4,3,16,322
4,4,16,323
4,5,16,323
4,6,17,324
4,7,17,324
4,8,17,325
4,9,18,325
4,10,18,326
4,11,18,327
4,12,18,327
4,13,18,328
4,14,19,330
4,15,19,330
4,16,19,331
4,17,19,332
4,18,20,332
4,19,20,333
4,20,20,333
4,21,21,334
4,22,20,334
4,23,20,334
4,24,21,335
4,25,21,335
4,26,21,336
4,27,21,336
4,28,21,336
4,29,21,337
4,30,22,337
4,31,22,338
4,32,22,338
4,33,22,338
4,34,22,339
4,35,22,339
4,36,22,339
4,37,22,339
4,38,23,340
4,39,23,340
4,40,23,340
4,41,24,341
4,42,24,341
4,43,24,341
4,44,25,341
4,45,25,342
4,46,26,342
4,47,26,342
4,48,26,342
4,49,27,343
4,50,27,343
4,51,27,343
4,52,28,343
4,53,28,343
4,54,28,344
4,55,29,344
4,56,29,344
4,57,29,344
4,58,30,344
4,59,30,345
4,60,31,345
4,61,31,345
4,62,31,345
4,63,32,345
4,64,32,346
4,65,32,346
4,66,33,346
4,67,33,346
4,68,33,346
4,69,34,347
4,70,34,347
4,71,34,347
4,72,35,347
4,73,35,348
4,74,36,348
4,75,36,348
4,76,36,348
4,77,37,348
4,78,37,349
4,79,37,349
4,80,38,349
4,81,38,349
4,82,38,350
4,83,39,350
4,84,39,350
4,85,40,350
4,86,40,351
4,87,40,351
4,88,41,351
4,89,41,351
4,90,41,351
4,91,42,352
4,92,42,352
4,93,42,352
4,94,43,352
4,95,43,352
4,96,43,353
5,0,20,111
5,1,20,112
5,2,20,112
5,3,20,112
5,4,21,114
5,5,21,114
5,6,21,114
5,7,21,114
5,8,22,115
5,9,22,116
5,10,23,115
5,11,23,115
5,12,23,118
5,13,23,119
5,14,24,119
5,15,24,120
5,16,25,121
5,17,25,121
5,18,25,122
5,19,25,122
5,20,26,122
5,21,26,123
5,22,26,123
5,23,26,124
5,24,27,125
5,25,27,125
5,26,28,126
5,27,28,126
5,28,28,126
5,29,28,126
5,30,29,126
5,31,29,126
5,32,23,106
5,33,22,107
5,34,23,107
5,35,23,107
5,36,24,107
5,37,24,107
5,38,26,107
5,39,25,107
5,40,26,107
5,41,26,107
5,42,26,107
5,43,28,107
5,44,27,107
5,45,29,107
5,46,28,107
5,47,30,107
5,48,30,107
5,49,30,108
5,50,30,108
5,51,30,108
5,52,30,108
5,53,31,108
5,54,31,108
5,55,32,108
5,56,33,109
5,57,33,109
5,58,34,109
5,59,34,109
5,60,35,109
5,61,35,110
5,62,35,110
5,63,36,110
5,64,36,110
5,65,37,110
5,66,37,111
5,67,38,111
5,68,37,111
5,69,39,112
5,70,39,112
5,71,39,112
5,72,39,112
5,73,40,113
5,74,41,113
5,75,41,113
5,76,42,114
5,77,42,114
5,78,43,114
5,79,43,114
5,80,44,115
5,81,44,115
5,82,43,115
5,83,44,116
5,84,44,116
5,85,45,116
5,86,46,117
5,87,46,117
5,88,46,117
5,89,48,117
5,90,48,118
5,91,48,118
5,92,49,118
5,93,49,118
5,94,50,119
5,95,50,119
5,96,51,119
5,97,51,119
5,98,52,119
5,99,52,119
5,100,53,120
5,101,53,120
5,102,53,120
5,103,54,120
5,104,54,120
5,105,55,120
5,106,55,120
5,107,56,120
5,108,56,120
5,109,57,120
5,110,57,120
5,111,57,120
5,112,58,120
5,113,58,120
5,114,59,120
5,115,59,120
5,116,59,120
5,117,59,120
5,118,60,120
5,119,60,120
5,120,61,120
5,121,62,120
5,122,62,120
5,123,63,120
5,124,63,120
5,125,64,120
5,126,64,120
5,127,65,120
5,128,65,120
5,129,66,120
5,130,66,120
5,131,66,119
5,132,67,119
5,133,67,119
5,134,68,119
5,135,68,119
5,136,69,119
5,137,69,119
5,138,70,119
5,139,70,119
5,140,70,119
5,141,71,119
5,142,71,119
5,143,72,119
5,144,72,119
5,145,73,119
5,146,73,119
5,147,74,119
5,148,74,119
5,149,75,119
5,150,75,119
5,151,75,119
6,0,13,229
6,1,13,229
6,2,13,229
6,3,14,229
6,4,15,233
6,5,20,238
6,6,21,239
6,7,21,240
6,8,21,240
6,9,21,240
6,10,21,240
6,11,21,241
6,12,22,241
6,13,22,241
6,14,22,241
6,15,22,242
6,16,22,242
6,17,22,242
6,18,23,243
6,19,23,243
6,20,23,244
6,21,23,244
6,22,23,244
6,23,23,244
6,24,24,244
6,25,24,245
6,26,24,245
6,27,24,245
6,28,24,245
6,29,25,245
6,30,25,246
6,31,25,246
6,32,26,246
6,33,26,246
6,34,26,246
6,35,27,247
6,36,27,247
6,37,27,247
6,38,28,247
6,39,28,247
6,40,28,248
6,41,29,248
6,42,29,248
6,43,29,248
6,44,30,249
6,45,30,249
6,46,30,249
6,47,31,249
6,48,31,250
6,49,31,250
6,50,32,250
6,51,32,250
6,52,33,251
6,53,33,251
6,54,33,251
6,55,34,251
6,56,34,252
6,57,34,252
6,58,35,252
6,59,35,253
6,60,35,253
6,61,35,253
6,62,35,254
6,63,35,254
6,64,36,254
6,65,36,255
6,66,36,255
6,67,37,255
6,68,37,256
6,69,37,256
6,70,38,256
6,71,38,257
6,72,38,257
6,73,39,257
6,74,39,258
6,75,39,258
6,76,40,259
6,77,40,259
6,78,41,259
6,79,41,260
6,80,41,260
6,81,42,260
6,82,42,261
6,83,42,261
6,84,43,262
6,85,43,262
6,86,43,262
6,87,44,263
6,88,44,263
6,89,44,263
6,90,45,264
6,91,45,264
7,0,127,304
7,1,128,304
7,2,128,304
7,3,129,304
7,4,129,305
7,5,130,305
7,6,130,305
7,7,131,306
7,8,131,306
7,9,132,306
7,10,132,307
7,11,132,307
7,12,133,308
7,13,133,308
7,14,134,308
7,15,134,309
7,16,135,309
7,17,135,309
7,18,136,310
7,19,136,310
7,20,137,311
7,21,137,311
7,22,138,312
7,23,138,312
7,24,139,312
7,25,139,313
7,26,140,313
7,27,140,314
7,28,141,314
7,29,141,315
7,30,142,315
7,31,142,316
7,32,143,316
7,33,143,317
7,34,144,317
7,35,144,318
7,36,145,318
7,37,145,319
7,38,146,319
7,39,146,320
7,40,147,320
7,41,147,321
7,42,148,321
7,43,148,322
7,44,149,322
7,45,149,323
7,46,149,323
7,47,150,324
7,48,150,324
7,49,151,325
7,50,151,325
7,51,152,326
7,52,152,326
7,53,153,327
7,54,153,327
7,55,154,328
7,56,154,328
7,57,155,329
7,58,155,329
7,59,156,330
7,60,156,330
7,61,157,330
7,62,157,331
7,63,158,331
7,64,158,332
7,65,159,332
7,66,159,333
7,67,160,333
7,68,160,333
7,69,161,334
7,70,161,334
7,71,162,334
7,72,162,335
